id_det_tra,id_trayectoria,orden,fecha,longitud,latitud,distancia,duracion,velocidad,coordenadas,tipo_coordenada
18142,328,740,"2021-03-12 02:59:25-05",-79.894629,-2.167942,12.043,1.998,6.027,0101000020E61000006743FE9941F953C0A8FFACF9F15701C0,V
21474,131,850,"2021-02-01 08:41:54.107-05",-79.884904,-2.128685,3.24,2.001,1.619,0101000020E610000060066344A2F853C0D6E253008C0701C0,V
120469,214,162,"2021-02-01 08:41:27.38-05",-79.885362,-2.128814,16.586,2.031,8.166,0101000020E6100000C1C760C5A9F853C0B4226AA2CF0701C0,V
45065,151,421,"2021-02-01 08:41:37.556-05",-79.842289,-2.072381,23.407,1.98,11.822,0101000020E6100000F4311F10E8F553C070D05E7D3C9400C0,V
29589,377,97,"2021-03-12 11:23:02-05",-79.905572,-2.19645,19.687,1.997,9.858,0101000020E6100000180B43E4F4F953C0C364AA60549201C0,C
4441,44,513,"2021-02-03 08:26:53-05",-79.833549,-2.069602,30.994,1.96,15.813,0101000020E610000044A7E7DD58F553C0B9E34D7E8B8E00C0,V
99409,196,720,"2021-02-01 08:41:49.068-05",-79.869609,-2.114857,33.371,2.007,16.627,0101000020E6100000AAD381ACA7F753C0BFBB95253AEB00C0,V
113722,208,621,"2021-02-01 08:41:45.292-05",-79.873595,-2.0861,37.637,1.999,18.828,0101000020E6100000BEBC00FBE8F753C01C7C613255B000C0,V
16283,127,463,"2021-02-01 08:41:39.168-05",-79.849645,-2.074252,24.96,1.994,12.517,0101000020E61000006F0D6C9560F653C0FD4CBD6E119800C0,V
32378,385,618,"2021-03-15 03:07:32-05",-79.884544,-2.143922,8.785,2.015,4.36,0101000020E6100000E0F76F5E9CF853C03866D993C02601C0,M
14358,125,940,"2021-02-01 08:41:57.463-05",-79.882057,-2.138934,32.022,2.009,15.939,0101000020E61000004E0D349F73F853C0726BD26D891C01C0,V
4600,58,94,"2021-02-04 03:47:29-05",-79.84037,-2.072312,9.637,2,4.818,0101000020E610000087A2409FC8F553C0E8DD5850189400C0,V
6601,61,117,"2021-02-04 07:34:53-05",-79.893869,-2.156402,24.637,1.997,12.337,0101000020E6100000207A522635F953C0603B18B14F4001C0,C
3613,38,172,"2021-02-03 03:32:37-05",-79.895394,-2.163595,7.687,2.001,3.841,0101000020E610000037C2A2224EF953C01E5036E50A4F01C0,V
120397,214,90,"2021-02-01 08:41:24.506-05",-79.86655,-2.120189,41.685,2.001,20.832,0101000020E61000005396218E75F753C028B682A625F600C0,V
106633,202,738,"2021-02-01 08:41:49.787-05",-79.866787,-2.11988,38.706,2.017,19.19,0101000020E610000045662E7079F753C04C8E3BA583F500C0,V
90817,189,535,"2021-02-01 08:41:41.906-05",-79.86998,-2.073525,22.63,2.001,11.309,0101000020E6100000240B98C0ADF753C0D8817346949600C0,V
38673,394,1317,"2021-03-22 01:53:42-05",-79.871194,-2.073352,0.37,1.998,0.185,0101000020E61000002C9E7AA4C1F753C000C5C892399600C0,M
83716,183,640,"2021-02-01 08:41:45.999-05",-79.873825,-2.092326,36.138,2.004,18.033,0101000020E6100000575BB1BFECF753C06090F46915BD00C0,V
87744,186,1065,"2021-02-01 08:42:02.231-05",-79.890407,-2.16159,30.13,2.015,14.953,0101000020E61000004948A46DFCF853C097E2AAB2EF4A01C0,V
72710,174,443,"2021-02-01 08:41:38.418-05",-79.845464,-2.073794,20.809,2.001,10.399,0101000020E6100000817C09151CF653C0D120054F219700C0,V
16723,328,13,"2021-03-12 02:59:25-05",-79.831979,-2.068994,9.377,1.99,4.712,0101000020E61000005DFDD8243FF553C038F6ECB94C8D00C0,V
21945,132,120,"2021-02-01 08:41:25.655-05",-79.874579,-2.125729,49.456,1.999,24.74,0101000020E61000002DB1321AF9F753C03145B9347E0101C0,V
58784,162,929,"2021-02-01 08:41:57.057-05",-79.881974,-2.136579,25.21,1.961,12.855,0101000020E6100000077B134372F853C0259012BBB61701C0,V
35269,143,233,"2021-02-01 08:41:30.395-05",-79.893912,-2.131994,19.95,1.999,9.979,0101000020E61000002060ADDA35F953C05325CADE520E01C0,V
74940,176,271,"2021-02-01 08:41:31.821-05",-79.89566,-2.132169,3.379,2.048,1.65,0101000020E61000007715527E52F953C0365CE49EAE0E01C0,V
