coordenadas,id_trayectoria
"(-79.894924,-2.130082)",129
"(-79.885187,-2.129087)",172
"(-79.866142,-2.121075)",207
"(-79.886635,-2.155077)",188
"(-79.895709,-2.163769)",175
"(-79.895377,-2.164594)",215
"(-79.87146,-2.111097)",393
"(-79.8682,-2.123322)",197
"(-79.87365,-2.083755)",175
"(-79.871729,-2.125304)",154
"(-79.893254,-2.167484)",124
"(-79.889599,-2.160167)",172
"(-79.903992,-2.049642)",392
"(-79.841304,-2.072215)",162
"(-79.890164,-2.050714)",391
"(-79.883832,-2.132052)",156
"(-79.872544,-2.106849)",184
"(-79.925597,-2.212683)",356
"(-79.884985,-2.128729)",223
"(-79.883677,-2.13321)",180
"(-79.885144,-2.128787)",189
"(-79.840825,-2.07227)",176
"(-79.898757,-2.252892)",346
"(-79.854404,-2.075475)",22
"(-79.895444,-2.16367)",156
"(-79.878784,-2.12632)",210
"(-79.883252,-2.133125)",123
"(-79.871539,-2.073302)",226
"(-79.834685,-2.072267)",177
"(-79.872239,-2.108007)",180
"(-79.832619,-2.069037)",393
"(-79.885044,-2.145044)",191
"(-79.870605,-2.07344)",165
"(-79.889272,-2.131814)",211
"(-79.867977,-2.11768)",180
"(-79.884499,-2.128419)",174
"(-79.843237,-2.072679)",216
"(-79.87183,-2.10958)",127
"(-79.87397,-2.095409)",212
"(-79.840347,-2.072257)",121
"(-79.879484,-2.126417)",190
"(-79.873642,-2.08393)",199
"(-79.845264,-2.07375)",66
"(-79.872322,-2.107755)",68
"(-79.907932,-2.238844)",375
"(-79.885972,-2.129587)",200
"(-79.873955,-2.095132)",127
"(-79.848457,-2.074125)",126
"(-79.844057,-2.073124)",151
"(-79.909169,-2.147832)",374
"(-79.873582,-2.102389)",318
"(-79.869535,-2.114875)",157
"(-79.89539,-2.131557)",174
"(-79.832935,-2.067944)",164
"(-80.370385,-2.403589)",393
"(-79.87378,-2.091717)",165
"(-79.882367,-2.139925)",124
"(-79.895415,-2.163425)",68
"(-79.846104,-2.073874)",158
"(-79.895459,-2.163469)",142
"(-79.864492,-2.074306)",209
"(-79.886065,-2.129475)",174
"(-79.870859,-2.1125)",161
"(-79.880392,-2.126534)",146
"(-79.937537,-2.222131)",340
"(-79.832715,-2.068405)",170
"(-79.88498,-2.144956)",222
"(-79.87183,-2.10958)",147
"(-79.864982,-2.074389)",34
"(-79.833624,-2.067879)",173
"(-79.89539,-2.131557)",197
"(-79.881942,-2.126742)",187
"(-79.867817,-2.117985)",144
"(-79.904647,-2.238865)",375
"(-79.884829,-2.144707)",58
"(-79.873625,-2.084885)",157
"(-79.884649,-2.128525)",148
"(-79.949894,-2.184485)",392
"(-79.852689,-2.075827)",170
"(-79.894159,-2.13165)",207
"(-79.868282,-2.117135)",164
"(-79.859266,-2.075855)",158
"(-79.895139,-2.167352)",152
"(-79.873872,-2.0764)",124
"(-79.890175,-2.05071)",392
"(-79.841626,-2.071979)",135
"(-79.871747,-2.109927)",146
"(-79.884017,-2.130725)",130
"(-79.870111,-2.113872)",155
"(-79.895689,-2.132194)",225
"(-79.895462,-2.163572)",156
"(-79.893912,-2.131994)",154
"(-79.887,-2.155677)",200
"(-79.884095,-2.128101)",161
"(-79.883252,-2.133125)",165
"(-79.87397,-2.095409)",202
"(-79.891644,-2.163802)",131
"(-79.873714,-2.081257)",319
"(-79.840825,-2.07227)",152
"(-79.832892,-2.068102)",199
"(-79.883879,-2.131597)",129
"(-79.89483,-2.130207)",125
"(-80.342844,-2.377675)",394
"(-79.89258,-2.132032)",182
"(-79.873735,-2.081497)",179
"(-79.947967,-2.132464)",374
"(-79.893035,-2.16683)",227
"(-79.895761,-2.16475)",330
"(-79.8957,-2.129125)",227
"(-79.869919,-2.114324)",132
"(-79.872739,-2.106144)",185
"(-79.893254,-2.166869)",214
"(-79.88454,-2.12845)",155
"(-79.873959,-2.096715)",393
"(-79.873759,-2.080704)",144
"(-79.882234,-2.133342)",136
"(-79.844569,-2.0734)",390
"(-79.873849,-2.092647)",187
"(-79.847574,-2.074029)",188
"(-79.894007,-2.167864)",207
"(-79.889817,-2.049734)",389
"(-79.885687,-2.146229)",22
"(-79.89226,-2.165197)",329
"(-79.926436,-2.237804)",374
"(-79.885144,-2.128787)",169
"(-79.94875,-2.8498484)",107
"(-79.832015,-2.068374)",199
"(-79.883695,-2.133107)",68
"(-79.89043,-2.13319)",215
"(-79.886552,-2.149332)",169
"(-79.884354,-2.143694)",180
"(-79.869327,-2.073614)",216
"(-79.833847,-2.070194)",197
"(-79.87173,-2.073279)",144
"(-79.88445,-2.128385)",148
"(-79.84488,-2.073785)",65
"(-79.883779,-2.142615)",133
"(-79.872126,-2.108595)",212
"(-79.873039,-2.104774)",130
"(-79.873727,-2.081689)",163
"(-79.885807,-2.128855)",185
"(-79.873829,-2.077865)",226
"(-79.880392,-2.126534)",147
"(-79.834341,-2.071245)",216
"(-79.831795,-2.06849)",193
"(-79.872994,-2.073105)",197
"(-79.895434,-2.163455)",62
"(-79.873659,-2.102185)",175
"(-79.895637,-2.129207)",214
"(-79.88605,-2.129255)",168
"(-79.868014,-2.12329)",201
"(-79.905607,-2.188277)",370
"(-79.889277,-2.159555)",328
"(-79.866142,-2.121075)",216
"(-79.873679,-2.082784)",329
"(-79.893347,-2.166894)",328
"(-79.839267,-2.072361)",126
"(-79.835755,-2.073231)",140
"(-79.873955,-2.097477)",125
"(-79.867744,-2.118009)",159
"(-79.889187,-2.15967)",58
"(-79.88745,-2.156492)",159
"(-79.892225,-2.16545)",221
"(-79.88547,-2.145814)",148
"(-79.832507,-2.068402)",201
"(-79.86798,-2.117577)",135
"(-79.893815,-2.167842)",136
"(-79.893254,-2.167484)",145
"(-79.833672,-2.069959)",197
"(-79.891187,-2.16294)",213
"(-79.883955,-2.127987)",171
"(-79.883062,-2.127244)",126
"(-79.850795,-2.074675)",186
"(-79.873759,-2.080704)",164
"(-79.895187,-2.167824)",124
"(-79.874244,-2.12571)",207
"(-79.859577,-2.075787)",161
"(-79.89566,-2.132137)",170
"(-79.841304,-2.072215)",154
"(-79.895552,-2.1643)",133
"(-79.893287,-2.166945)",170
"(-79.873827,-2.095514)",191
"(-79.843237,-2.072679)",227
"(-79.860169,-2.075569)",155
"(-79.851524,-2.075364)",188
"(-79.871005,-2.112169)",170
"(-79.89566,-2.132137)",144
"(-79.856447,-2.074545)",215
"(-79.883677,-2.13321)",183
"(-79.873872,-2.0764)",138
"(-79.876142,-2.125974)",205
"(-79.834755,-2.073022)",210
"(-79.832402,-2.068402)",124
"(-79.884994,-2.129062)",146
"(-79.86998,-2.073525)",190
"(-79.882431,-2.140069)",202
"(-79.867527,-2.118414)",161
"(-79.886204,-2.152265)",37
"(-79.881997,-2.136235)",206
"(-79.895491,-2.163514)",164
"(-79.8697,-2.124249)",182
"(-79.895094,-2.166914)",199
"(-79.866026,-2.122195)",167
"(-79.872417,-2.107412)",149
"(-79.835995,-2.07316)",148
"(-79.884935,-2.128701)",22
"(-79.88494,-2.144902)",182
"(-79.885587,-2.146035)",142
"(-79.94875,-2.8498484)",254
"(-79.88641,-2.154622)",208
"(-79.87273,-2.073069)",122
"(-79.896354,-2.181999)",331
"(-79.833262,-2.068137)",64
"(-79.869024,-2.115954)",384
"(-79.88426,-2.1441)",156
"(-80.334425,-2.376584)",393
"(-79.895542,-2.129331)",205
"(-79.89021,-2.133094)",125
"(-79.872174,-2.125417)",198
"(-79.917467,-2.171107)",387
"(-79.884325,-2.143649)",125
"(-79.873885,-2.07604)",165
"(-79.872739,-2.106144)",215
"(-79.895634,-2.132144)",209
"(-79.889272,-2.131814)",161
"(-80.123725,-2.245032)",393
"(-79.8848,-2.12862)",177
"(-79.891445,-2.098026)",380
"(-79.873885,-2.07604)",145
"(-79.840104,-2.072274)",160
"(-79.897425,-2.182157)",333
"(-79.947895,-2.104835)",391
"(-79.850287,-2.07441)",146
"(-79.88537,-2.128827)",169
"(-79.892849,-2.166844)",132
"(-79.831939,-2.068394)",173
"(-79.880692,-2.126572)",155
"(-79.9458,-2.143422)",391
"(-79.884949,-2.144914)",219
"(-79.94516,-2.175339)",392
"(-79.873882,-2.10011)",34
"(-79.884715,-2.128565)",213
"(-79.887125,-2.155874)",129
"(-79.893252,-2.167702)",130
"(-79.873942,-2.099657)",198
"(-79.888597,-2.158514)",385
"(-79.873955,-2.095132)",180
"(-79.886522,-2.154869)",209
"(-79.845094,-2.07357)",223
"(-79.896635,-2.185766)",361
"(-79.895517,-2.163504)",171
"(-79.883235,-2.127384)",201
"(-79.883654,-2.142387)",161
"(-79.879484,-2.126417)",174
"(-79.834312,-2.071387)",44
"(-79.895502,-2.163495)",222
"(-79.898367,-2.162091)",366
"(-79.88537,-2.128827)",199
"(-79.890589,-2.133185)",212
"(-79.873595,-2.0861)",219
"(-79.886552,-2.149332)",150
"(-79.897885,-2.162654)",367
"(-79.875807,-2.125889)",180
"(-79.88606,-2.129394)",127
"(-79.891815,-2.171765)",380
"(-79.87314,-2.125572)",180
"(-79.887739,-2.157075)",126
"(-79.895187,-2.167824)",171
"(-79.886124,-2.147137)",148
"(-79.873655,-2.083445)",174
"(-79.899889,-2.13731)",394
"(-79.832101,-2.068382)",175
"(-79.873789,-2.079269)",126
"(-79.883765,-2.132802)",211
"(-79.931093,-2.193289)",341
"(-79.885944,-2.14673)",190
"(-79.883677,-2.13321)",158
"(-79.891963,-2.17591)",380
"(-79.8833,-2.127437)",129
"(-79.872417,-2.107412)",124
"(-79.895064,-2.16528)",148
"(-79.894992,-2.165892)",140
"(-79.882214,-2.139489)",196
"(-79.873959,-2.0978)",132
"(-79.895815,-2.13206)",172
"(-79.873964,-2.099289)",186
"(-79.912978,-2.197309)",340
"(-79.865887,-2.121479)",218
"(-79.881966,-2.134685)",319
"(-79.890814,-2.162294)",162
"(-79.895167,-2.165034)",37
"(-79.886314,-2.15179)",225
"(-79.871422,-2.111789)",64
"(-79.897269,-2.182496)",350
"(-79.834341,-2.071245)",161
"(-79.871297,-2.125154)",158
"(-79.866452,-2.12049)",132
"(-79.872659,-2.106584)",329
"(-79.895782,-2.16387)",179
"(-79.87358,-2.08781)",161
"(-79.891317,-2.156112)",34
"(-79.94875,-2.8498484)",258
"(-79.866379,-2.120522)",124
"(-79.873879,-2.074722)",127
"(-79.883654,-2.142387)",158
"(-79.909205,-2.219048)",361
"(-79.89607,-2.158379)",62
"(-79.855025,-2.075134)",26
"(-79.87385,-2.074427)",169
"(-80.316202,-2.373115)",394
"(-79.86998,-2.073525)",198
"(-79.929376,-2.198133)",376
"(-79.871032,-2.073372)",204
"(-79.832715,-2.068405)",150
"(-79.884837,-2.128642)",154
"(-79.893309,-2.135545)",393
"(-79.873652,-2.083442)",200
"(-79.852689,-2.075827)",137
"(-79.87364,-2.079817)",44
"(-79.892984,-2.132232)",148
"(-79.88397,-2.127999)",141
"(-79.886545,-2.150299)",226
"(-79.873762,-2.091422)",163
"(-79.887445,-2.130804)",174
"(-79.872592,-2.106652)",165
"(-79.8914,-2.132642)",180
"(-79.884095,-2.128101)",210
"(-79.891465,-2.163544)",38
"(-79.910089,-2.1477)",375
"(-79.884049,-2.128064)",217
"(-79.848182,-2.074074)",58
"(-79.857057,-2.074807)",199
"(-79.895492,-2.163482)",200
"(-79.89566,-2.132137)",164
"(-79.886544,-2.14916)",188
"(-79.868197,-2.073782)",155
"(-79.879787,-2.126459)",170
"(-80.271977,-2.340395)",393
"(-79.873685,-2.082905)",167
"(-79.8984542,-2.1772747)",336
"(-79.867399,-2.073899)",201
"(-79.895849,-2.131967)",219
"(-79.872509,-2.107005)",214
"(-79.871545,-2.1109)",216
"(-79.870605,-2.07344)",227
"(-79.88509,-2.128772)",157
"(-79.869009,-2.11545)",44
"(-79.906087,-2.188162)",370
"(-79.844057,-2.073124)",149
"(-80.1926,-2.285289)",393
"(-79.89895,-2.160111)",367
"(-79.88834,-2.24282)",375
"(-79.895774,-2.163872)",127
"(-79.895299,-2.183927)",352
"(-79.877077,-2.12607)",135
"(-79.872475,-2.106977)",62
"(-79.873622,-2.102005)",215
"(-79.94875,-2.8498484)",239
"(-79.853387,-2.075829)",132
"(-79.833847,-2.070194)",149
"(-79.834427,-2.071494)",216
"(-79.887445,-2.130804)",208
"(-79.83004,-2.179177)",70
"(-79.845705,-2.073834)",137
"(-79.842925,-2.07253)",394
"(-79.885944,-2.14673)",159
"(-79.854404,-2.075475)",226
"(-79.897881,-2.176632)",382
"(-79.935108,-2.224207)",341
"(-79.884892,-2.128679)",147
"(-79.893287,-2.166945)",169
"(-79.8673,-2.118947)",142
"(-79.88287,-2.140949)",182
"(-79.895544,-2.164225)",59
"(-79.833679,-2.067702)",161
"(-79.88643,-2.148099)",319
"(-79.896697,-2.16457)",366
"(-79.94875,-2.8498484)",20
"(-79.870745,-2.073419)",22
"(-79.850315,-2.074422)",193
"(-79.832787,-2.068394)",394
"(-79.856124,-2.074589)",169
"(-79.848457,-2.074125)",226
"(-79.862904,-2.074539)",134
"(-80.234399,-2.298252)",393
"(-79.883537,-2.127637)",209
"(-79.895689,-2.132194)",133
"(-79.895187,-2.167824)",204
"(-79.896258,-2.181587)",351
"(-79.858262,-2.075677)",126
"(-79.884476,-2.128402)",158
"(-79.89007,-2.050144)",391
"(-79.892327,-2.131814)",164
"(-79.896383,-2.181567)",379
"(-79.865787,-2.121737)",142
"(-79.870964,-2.112435)",222
"(-79.879742,-2.126449)",199
"(-79.889999,-2.048994)",391
"(-79.895459,-2.16373)",131
"(-79.87086,-2.073529)",65
"(-79.868917,-2.115887)",201
"(-79.832614,-2.068405)",218
"(-79.930943,-2.19331)",341
"(-79.839559,-2.072322)",142
"(-79.843087,-2.072619)",123
"(-79.884549,-2.128457)",174
"(-79.886124,-2.147137)",176
"(-79.846104,-2.073874)",193
"(-79.83659,-2.072739)",167
"(-79.88489,-2.129169)",150
"(-80.322969,-2.374052)",394
"(-79.873939,-2.096447)",221
"(-79.920375,-2.168395)",352
"(-79.856625,-2.074642)",165
"(-80.266205,-2.332512)",394
"(-79.860169,-2.075569)",207
"(-79.867359,-2.122882)",22
"(-79.832809,-2.068402)",226
"(-79.931325,-2.123084)",386
"(-79.884349,-2.143701)",191
"(-79.832575,-2.069042)",64
"(-79.933527,-2.112503)",386
"(-79.882519,-2.133049)",208
"(-79.884715,-2.128565)",143
"(-79.873795,-2.092126)",318
"(-79.882964,-2.127157)",155
"(-79.87386,-2.076772)",124
"(-79.886165,-2.15362)",201
"(-79.897713,-2.177778)",383
"(-79.873615,-2.102377)",160
"(-79.874072,-2.097707)",154
"(-79.880392,-2.126534)",142
"(-79.886449,-2.150994)",192
"(-79.868765,-2.123679)",182
"(-79.873762,-2.091422)",130
"(-79.86915,-2.115652)",215
"(-79.874072,-2.097707)",215
"(-79.892202,-2.166365)",220
"(-79.873892,-2.100955)",212
"(-79.892219,-2.166789)",22
"(-79.837569,-2.072666)",134
"(-79.932368,-2.195132)",340
"(-79.888757,-2.158707)",218
"(-79.877702,-2.126176)",150
"(-79.873652,-2.083442)",225
"(-79.841214,-2.07226)",152
"(-79.869137,-2.11553)",151
"(-79.868477,-2.123494)",192
"(-79.860792,-2.075319)",212
"(-79.860792,-2.075319)",196
"(-79.888945,-2.131786)",193
"(-79.886007,-2.129577)",195
"(-79.868477,-2.123494)",199
"(-79.895532,-2.195341)",340
"(-79.849024,-2.074179)",166
"(-79.88195,-2.137097)",212
"(-79.893267,-2.167735)",123
"(-79.866962,-2.119569)",196
"(-79.881912,-2.13789)",215
"(-79.850371,-2.07443)",123
"(-79.840342,-2.07226)",140
"(-79.895497,-2.163482)",145
"(-79.833572,-2.070114)",65
"(-79.873972,-2.095952)",318
"(-79.946535,-2.15162)",392
"(-79.844057,-2.073124)",223
"(-79.88585,-2.14654)",220
"(-79.832899,-2.068011)",222
"(-79.900354,-2.149954)",70
"(-79.854404,-2.075475)",178
"(-79.857744,-2.075279)",204
"(-79.848422,-2.074094)",59
"(-79.873214,-2.104012)",137
"(-79.870354,-2.113549)",187
"(-79.86647,-2.122384)",201
"(-79.869379,-2.12406)",154
"(-79.894154,-2.131257)",220
"(-79.87385,-2.074427)",137
"(-79.910844,-2.20395)",356
"(-79.842672,-2.072487)",142
"(-79.87183,-2.10958)",222
"(-79.886264,-2.154099)",195
"(-79.871297,-2.125154)",215
"(-79.908032,-2.219159)",361
"(-79.872059,-2.108897)",133
"(-79.894335,-2.13188)",197
"(-79.874002,-2.096196)",210
"(-79.867744,-2.118009)",133
"(-79.882519,-2.133049)",193
"(-79.88372,-2.12779)",137
"(-79.895849,-2.131967)",186
"(-79.929334,-2.196783)",376
"(-79.883882,-2.127927)",202
