coordenadas,id_trayectoria
"(-79.873214,-2.104012)",211
"(-79.891062,-2.162732)",216
"(-79.882341,-2.131015)",319
"(-79.87845,-2.126277)",182
"(-79.873587,-2.088164)",146
"(-79.885644,-2.12882)",171
"(-79.885895,-2.128899)",128
"(-79.842672,-2.072487)",161
"(-79.894089,-2.186487)",361
"(-79.881912,-2.13789)",155
"(-79.895311,-2.184009)",340
"(-79.884392,-2.143701)",126
"(-79.834755,-2.073022)",176
"(-79.881065,-2.126624)",224
"(-79.89521,-2.131439)",184
"(-79.871091,-2.112145)",201
"(-79.884127,-2.143265)",183
"(-79.88432,-2.128287)",135
"(-79.86408,-2.074359)",182
"(-79.867399,-2.073899)",207
"(-79.851524,-2.075364)",215
"(-79.894992,-2.165582)",152
"(-79.881912,-2.13789)",211
"(-79.883034,-2.12721)",188
"(-79.883932,-2.127965)",161
"(-79.872855,-2.105392)",200
"(-79.88591,-2.129575)",211
"(-79.83917,-2.072399)",58
"(-79.94875,-2.8498484)",262
"(-79.895484,-2.164419)",158
"(-79.845705,-2.073834)",173
"(-79.918436,-2.218834)",361
"(-79.868839,-2.1162)",224
"(-79.834604,-2.072007)",192
"(-79.886529,-2.148934)",227
"(-79.882214,-2.133741)",184
"(-79.932122,-2.118183)",386
"(-79.882999,-2.14119)",224
"(-79.873749,-2.081172)",160
"(-79.94875,-2.8498484)",18
"(-79.871487,-2.11092)",169
"(-79.844057,-2.073124)",182
"(-79.886542,-2.149132)",126
"(-79.866735,-2.122524)",171
"(-79.890259,-2.161344)",156
"(-79.843237,-2.072679)",146
"(-79.883882,-2.127927)",207
"(-79.895497,-2.163482)",219
"(-79.873655,-2.083441)",137
"(-79.89434,-2.167897)",192
"(-79.832922,-2.068372)",58
"(-79.891542,-2.132295)",221
"(-79.883784,-2.127844)",183
"(-79.884837,-2.128642)",220
"(-79.8865,-2.150644)",195
"(-79.894527,-2.130595)",212
"(-79.86647,-2.122384)",204
"(-79.894852,-2.131975)",139
"(-79.87238,-2.073194)",172
"(-79.873979,-2.098917)",170
"(-79.874052,-2.096922)",172
"(-79.92668,-2.193872)",341
"(-79.895117,-2.132397)",169
"(-79.857744,-2.075279)",215
"(-79.895709,-2.163769)",158
"(-79.873815,-2.080129)",122
"(-79.841197,-2.072262)",206
"(-79.8957,-2.129125)",222
"(-79.833847,-2.070194)",186
"(-79.871032,-2.073372)",211
"(-79.869919,-2.114217)",140
"(-79.841249,-2.072255)",202
"(-79.891305,-2.163155)",214
"(-79.892849,-2.166844)",137
"(-79.94875,-2.8498484)",259
"(-79.84818,-2.074094)",190
"(-79.83444,-2.071229)",319
"(-79.882367,-2.133035)",134
"(-79.895382,-2.181831)",352
"(-79.894154,-2.131257)",184
"(-79.889162,-2.159432)",220
"(-79.852689,-2.075827)",125
"(-79.894505,-2.184367)",370
"(-79.872402,-2.073187)",180
"(-79.870859,-2.1125)",214
"(-79.832994,-2.068187)",329
"(-79.857057,-2.074807)",227
"(-79.885107,-2.145144)",137
"(-79.895787,-2.163855)",166
"(-79.899516,-2.190896)",371
"(-79.8825,-2.128421)",380
"(-79.882757,-2.140734)",133
"(-79.8970547,-2.1823971)",337
"(-79.885364,-2.145612)",212
"(-79.873314,-2.103584)",130
"(-79.841197,-2.072262)",124
"(-79.865824,-2.121847)",189
"(-79.919115,-2.055867)",392
"(-79.895815,-2.13206)",174
"(-79.895462,-2.163654)",319
"(-79.87397,-2.095409)",128
"(-79.843817,-2.072974)",186
"(-79.886137,-2.148337)",70
"(-79.871324,-2.111545)",160
"(-79.882224,-2.133529)",173
"(-79.83368,-2.067786)",144
"(-79.886545,-2.149175)",212
"(-79.894154,-2.131354)",225
"(-79.895187,-2.167824)",173
"(-79.883425,-2.127542)",181
"(-79.9224,-2.07152)",391
"(-79.873959,-2.0978)",222
"(-79.898598,-2.148862)",366
"(-79.885362,-2.128814)",163
"(-79.872559,-2.073166)",145
"(-79.88565,-2.128797)",202
"(-79.87358,-2.08781)",157
"(-79.85627,-2.074531)",164
"(-79.879117,-2.126364)",192
"(-79.856832,-2.074724)",22
"(-79.894287,-2.131164)",222
"(-79.897919,-2.238904)",346
"(-79.85402,-2.075662)",66
"(-79.894524,-2.131179)",169
"(-79.917517,-2.097595)",349
"(-79.894224,-2.131025)",214
"(-79.894719,-2.16772)",332
"(-79.87237,-2.107532)",188
"(-79.865785,-2.121944)",218
"(-79.873942,-2.100606)",128
"(-79.867944,-2.123162)",166
"(-79.893035,-2.16683)",168
"(-79.888945,-2.131786)",136
"(-79.892224,-2.165249)",185
"(-79.893444,-2.15648)",61
"(-79.836437,-2.07294)",166
"(-79.898943,-2.171617)",367
"(-79.873754,-2.080555)",394
"(-79.873945,-2.09668)",152
"(-80.152702,-2.264775)",393
"(-79.866379,-2.120522)",172
"(-79.888687,-2.131775)",184
"(-79.88048,-2.126552)",34
"(-79.877077,-2.12607)",139
"(-79.891017,-2.162539)",329
"(-79.88167,-2.126659)",385
"(-79.873654,-2.083526)",169
"(-79.894154,-2.131257)",174
"(-79.896432,-2.185806)",361
"(-79.834779,-2.073069)",173
"(-79.892219,-2.166789)",201
"(-79.873955,-2.097477)",194
"(-79.891384,-2.132809)",168
"(-79.895162,-2.12979)",187
"(-79.872849,-2.105642)",183
"(-79.873582,-2.086432)",179
"(-79.874072,-2.097707)",187
"(-79.84333,-2.167094)",70
"(-79.920359,-2.087334)",402
"(-80.095332,-2.225977)",394
"(-79.868765,-2.123727)",163
"(-79.833674,-2.069487)",180
"(-79.895692,-2.132196)",195
"(-79.920387,-2.087299)",8
"(-79.873774,-2.101639)",153
"(-79.891934,-2.164224)",209
"(-79.833005,-2.067917)",165
"(-79.88214,-2.134549)",169
"(-79.874034,-2.09668)",151
"(-79.834864,-2.073139)",211
"(-79.894738,-2.18481)",352
"(-79.87088,-2.124954)",162
"(-79.892202,-2.165039)",319
"(-79.895306,-2.132415)",126
"(-79.887835,-2.157262)",133
"(-79.891056,-2.240209)",374
"(-79.87295,-2.073017)",390
"(-79.833247,-2.068057)",148
"(-80.293832,-2.360734)",394
"(-79.892515,-2.166835)",180
"(-79.836437,-2.07294)",165
"(-79.872422,-2.107339)",145
"(-79.882224,-2.133529)",182
"(-79.8848,-2.12862)",222
"(-79.850795,-2.074675)",195
"(-79.866941,-2.119492)",163
"(-79.869346,-2.115197)",200
"(-79.832894,-2.068197)",131
"(-79.857057,-2.074807)",175
"(-79.890407,-2.16159)",144
"(-79.873629,-2.089234)",166
"(-79.866452,-2.12049)",216
"(-79.877312,-2.126122)",151
"(-79.87408,-2.098874)",149
"(-79.873622,-2.102005)",213
"(-79.874995,-2.125815)",175
"(-79.883079,-2.11707)",318
"(-79.832899,-2.068011)",203
"(-79.873822,-2.09276)",318
"(-79.873794,-2.078927)",222
"(-79.883729,-2.133105)",221
"(-79.885227,-2.128814)",173
"(-79.818575,-2.198329)",70
"(-79.871324,-2.111545)",164
"(-79.884764,-2.129329)",178
"(-79.84293,-2.072562)",209
"(-79.902336,-2.20008)",340
"(-79.89413,-2.131552)",188
"(-79.874654,-2.12578)",59
"(-79.851204,-2.075042)",385
"(-80.3185,-2.373447)",393
"(-79.894335,-2.13188)",125
"(-79.893269,-2.167277)",158
"(-79.873759,-2.080704)",139
"(-79.895182,-2.167702)",190
"(-79.895444,-2.16345)",160
"(-79.873414,-2.103165)",58
"(-79.873762,-2.091422)",136
"(-79.89566,-2.132137)",173
"(-79.893322,-2.167777)",150
"(-79.886029,-2.129562)",195
"(-79.881955,-2.13687)",145
"(-79.87358,-2.08781)",140
"(-79.87204,-2.125436)",62
"(-79.840279,-2.072266)",226
"(-79.94875,-2.8498484)",263
"(-79.852689,-2.075827)",166
"(-79.884315,-2.129935)",188
"(-79.873825,-2.092326)",181
"(-79.895787,-2.163855)",176
"(-79.886109,-2.146902)",329
"(-79.833672,-2.069224)",163
"(-79.882054,-2.135529)",150
"(-79.837099,-2.072775)",128
"(-79.883664,-2.127744)",199
"(-79.880064,-2.12649)",134
"(-79.895432,-2.164514)",147
"(-79.872312,-2.107769)",217
"(-79.84818,-2.074094)",225
"(-79.882269,-2.13955)",121
"(-79.873654,-2.085922)",385
"(-79.873722,-2.090514)",140
"(-79.832615,-2.069041)",393
"(-79.838424,-2.072492)",169
"(-79.873675,-2.102355)",384
"(-79.895475,-2.16347)",38
"(-79.867399,-2.073899)",174
"(-79.859874,-2.075689)",176
"(-79.893287,-2.166945)",216
"(-79.894634,-2.13046)",140
"(-79.86857,-2.11667)",132
"(-79.883375,-2.1275)",193
"(-79.885322,-2.129185)",221
"(-79.871355,-2.073325)",176
"(-79.887945,-2.131212)",203
"(-79.83368,-2.067786)",152
"(-79.833677,-2.068279)",162
"(-79.83364,-2.069845)",59
"(-79.88492,-2.128695)",198
"(-79.94584,-2.148607)",375
"(-79.895792,-2.16382)",218
"(-79.831795,-2.06849)",142
"(-79.884504,-2.128417)",183
"(-79.846027,-2.073867)",209
"(-79.89414,-2.131414)",205
"(-79.87397,-2.095409)",158
"(-79.870682,-2.11284)",133
"(-79.882367,-2.139925)",159
"(-79.872504,-2.107126)",212
"(-80.26279,-2.325992)",393
"(-79.873825,-2.092326)",176
"(-79.89314,-2.18479)",371
"(-79.94875,-2.8498484)",262
"(-79.834982,-2.073215)",197
"(-79.883945,-2.127977)",221
"(-79.873572,-2.102549)",214
"(-79.895112,-2.165134)",183
"(-79.867207,-2.12273)",148
"(-79.883895,-2.142834)",141
"(-80.315282,-2.372917)",393
"(-79.873224,-2.070202)",390
"(-79.891644,-2.163802)",206
"(-79.855977,-2.074675)",138
"(-79.868917,-2.115887)",139
"(-79.873982,-2.09854)",136
"(-79.870027,-2.124439)",194
"(-79.8336,-2.067726)",68
"(-79.89722,-2.180149)",367
"(-79.88197,-2.136644)",122
"(-79.89414,-2.131414)",203
"(-79.882089,-2.13051)",61
"(-79.873229,-2.073059)",329
"(-79.88591,-2.129575)",223
"(-79.888299,-2.131489)",198
"(-79.891934,-2.164224)",159
"(-79.835136,-2.073274)",186
"(-79.882302,-2.131528)",380
"(-79.887562,-2.156684)",162
"(-79.88394,-2.127972)",142
"(-79.89547,-2.163479)",197
"(-79.886342,-2.151592)",193
"(-79.833679,-2.067702)",165
"(-79.94933,-2.127755)",374
"(-79.94875,-2.8498484)",257
"(-79.873714,-2.101937)",200
"(-79.871324,-2.111545)",168
"(-79.873767,-2.101194)",137
"(-79.886542,-2.149144)",161
"(-79.896764,-2.180647)",332
"(-79.895857,-2.131992)",149
"(-79.886164,-2.152672)",212
"(-79.837444,-2.072654)",319
"(-79.883425,-2.127542)",147
"(-79.891305,-2.163155)",177
"(-79.845094,-2.07357)",159
"(-79.880392,-2.126534)",150
"(-80.257757,-2.315567)",393
"(-79.873959,-2.0978)",164
"(-79.888945,-2.131786)",226
"(-79.89069,-2.162062)",155
"(-79.873959,-2.097189)",185
"(-79.884392,-2.143701)",221
"(-79.844766,-2.073449)",186
"(-79.94875,-2.8498484)",76
"(-79.885542,-2.129355)",187
"(-79.895444,-2.16345)",125
"(-79.886849,-2.130304)",196
"(-79.894475,-2.13188)",169
"(-79.895109,-2.16715)",173
"(-79.893742,-2.132099)",169
"(-79.885079,-2.129035)",168
"(-79.894924,-2.130082)",184
"(-79.86621,-2.122225)",173
"(-79.891542,-2.132295)",169
"(-79.881012,-2.12661)",193
"(-79.856447,-2.074545)",125
"(-79.873795,-2.092031)",68
"(-79.895815,-2.13206)",226
"(-79.948271,-2.084602)",375
"(-79.886865,-2.155469)",151
"(-79.884764,-2.129329)",192
"(-79.895052,-2.166435)",142
"(-79.873659,-2.102185)",155
"(-79.89121,-2.162979)",384
"(-79.881997,-2.136235)",128
"(-79.892202,-2.166365)",164
"(-79.847029,-2.073967)",161
"(-79.88427,-2.128245)",162
"(-79.88226,-2.126794)",155
"(-79.870662,-2.113)",203
"(-79.836584,-2.072755)",58
"(-79.873659,-2.088804)",59
"(-79.89417,-2.131186)",153
"(-80.083859,-2.218225)",394
"(-79.890779,-2.133167)",147
"(-79.870507,-2.113276)",130
"(-79.861805,-2.074925)",190
"(-79.883784,-2.132572)",200
"(-79.894622,-2.167922)",144
"(-79.877077,-2.12607)",159
"(-79.884935,-2.128701)",202
"(-79.873924,-2.096224)",174
"(-79.871105,-2.112047)",394
"(-79.866629,-2.120162)",328
"(-79.893289,-2.167089)",180
"(-79.89434,-2.167897)",160
"(-79.895449,-2.163457)",134
"(-79.872189,-2.108304)",157
"(-79.92161,-2.072494)",391
"(-79.835449,-2.073292)",68
"(-79.869609,-2.114857)",218
"(-79.882757,-2.140734)",153
"(-79.905769,-2.120256)",383
"(-79.833979,-2.070257)",224
"(-79.868695,-2.116279)",128
"(-80.36941,-2.40347)",393
"(-79.844514,-2.073464)",156
"(-79.885765,-2.146375)",147
"(-79.898732,-2.253105)",347
"(-79.895022,-2.16544)",208
"(-79.881937,-2.137432)",185
"(-79.895647,-2.163774)",162
"(-79.89598,-2.182044)",351
"(-79.883062,-2.117402)",319
"(-80.093882,-2.2249)",394
"(-79.8971644,-2.1824298)",334
"(-79.871699,-2.125319)",166
"(-79.87402,-2.096437)",190
"(-79.882569,-2.140352)",153
"(-79.894219,-2.131159)",132
"(-79.871297,-2.125154)",181
"(-79.887562,-2.156684)",186
"(-79.86647,-2.122384)",158
"(-79.871532,-2.112104)",63
"(-79.83532,-2.073277)",148
"(-79.870605,-2.07344)",196
"(-79.873652,-2.083615)",130
"(-79.884354,-2.143694)",218
"(-79.887717,-2.131029)",173
"(-79.891934,-2.164224)",156
"(-79.842157,-2.072302)",150
"(-79.873825,-2.092326)",218
"(-79.886544,-2.14917)",131
"(-79.873839,-2.077502)",165
"(-79.895459,-2.16373)",135
"(-79.869454,-2.115125)",173
"(-79.851119,-2.074952)",59
"(-79.894007,-2.167864)",187
"(-79.873879,-2.074722)",184
"(-79.865787,-2.121737)",167
"(-79.873614,-2.125609)",157
"(-79.863794,-2.124998)",326
"(-79.848457,-2.074125)",206
"(-79.89569,-2.132164)",196
"(-79.870064,-2.114072)",154
"(-79.895444,-2.16345)",133
"(-79.886547,-2.149229)",173
"(-79.928261,-2.194587)",376
"(-79.886075,-2.129492)",121
"(-79.836344,-2.073024)",155
"(-79.882431,-2.140069)",211
"(-79.88372,-2.12779)",189
"(-79.916736,-2.196386)",340
"(-79.920394,-2.087364)",399
"(-79.873642,-2.08393)",137
"(-79.840505,-2.072269)",214
"(-79.896149,-2.181253)",352
"(-79.886545,-2.149175)",168
"(-79.94851,-2.120242)",375
"(-79.876144,-2.125934)",163
"(-79.876757,-2.12602)",220
"(-79.834864,-2.073139)",152
"(-79.889599,-2.160167)",154
"(-79.894634,-2.13046)",123
"(-79.86655,-2.120189)",124
"(-79.881065,-2.126624)",185
"(-79.884349,-2.143687)",157
"(-79.895834,-2.132037)",198
"(-79.872509,-2.107005)",220
"(-79.892235,-2.164862)",328
"(-79.885944,-2.14673)",207
"(-79.88378,-2.142705)",58
"(-79.839847,-2.072289)",158
"(-79.873897,-2.075357)",158
"(-79.889722,-2.160381)",178
"(-79.885347,-2.128825)",219
"(-79.893254,-2.167484)",152
"(-79.870304,-2.113524)",175
"(-79.835136,-2.073274)",215
"(-79.87195,-2.109182)",58
"(-79.895695,-2.132154)",140
"(-79.833247,-2.068057)",211
"(-80.112902,-2.235534)",394
"(-79.882497,-2.13099)",385
"(-79.886025,-2.129112)",124
"(-79.884504,-2.128417)",218
"(-79.868839,-2.1162)",201
"(-79.834124,-2.070579)",156
"(-79.894206,-2.186455)",361
"(-79.886024,-2.129087)",205
"(-79.869765,-2.114584)",222
"(-79.921867,-2.239382)",375
"(-79.887454,-2.156487)",37
"(-79.900022,-2.244514)",346
"(-79.866294,-2.120792)",214
"(-79.866142,-2.121075)",227
"(-79.88302,-2.141477)",34
"(-79.875807,-2.125889)",175
"(-79.89235,-2.185155)",371
"(-79.892164,-2.164559)",182
"(-79.895415,-2.132326)",126
"(-79.87314,-2.125572)",158
"(-79.881944,-2.137279)",155
"(-79.83532,-2.073277)",177
"(-79.895787,-2.163855)",152
"(-79.894734,-2.130332)",149
"(-79.866167,-2.07408)",156
"(-79.871015,-2.112447)",64
"(-79.896291,-2.191569)",371
"(-79.89179,-2.131974)",197
"(-79.873792,-2.077965)",319
"(-79.94875,-2.8498484)",19
"(-79.834864,-2.073139)",165
"(-79.892849,-2.166844)",124
"(-79.865787,-2.121737)",137
"(-79.872912,-2.105359)",202
"(-79.89501,-2.166164)",165
"(-79.872544,-2.106849)",177
"(-79.84702,-2.073924)",394
"(-79.872819,-2.073132)",223
"(-79.873655,-2.084284)",68
"(-79.897446,-2.183261)",355
"(-79.899925,-2.197986)",377
"(-79.883945,-2.127977)",143
"(-79.899609,-2.172345)",366
"(-79.866452,-2.12049)",205
"(-79.874995,-2.125815)",135
"(-79.84453,-2.073477)",181
"(-79.874074,-2.099197)",139
"(-79.888687,-2.131775)",191
"(-79.882237,-2.133185)",183
"(-79.834685,-2.072267)",178
"(-79.882367,-2.133035)",205
"(-79.884127,-2.128129)",209
"(-79.886559,-2.150155)",186
"(-79.894065,-2.1319)",128
"(-79.833677,-2.068279)",227
"(-79.8964287,-2.1814595)",307
"(-79.882767,-2.133074)",182
"(-79.833672,-2.069169)",26
"(-79.891762,-2.163925)",385
"(-79.895452,-2.163632)",27
"(-79.895485,-2.181866)",352
"(-79.895452,-2.163452)",213
"(-79.912386,-2.176361)",386
"(-79.849645,-2.074252)",208
"(-79.867527,-2.118414)",197
"(-79.832879,-2.068374)",143
"(-79.873802,-2.078587)",154
"(-79.835136,-2.073274)",189
"(-79.89417,-2.131482)",200
"(-79.872912,-2.105359)",199
"(-79.871545,-2.1109)",207
"(-79.867329,-2.118789)",126
"(-79.88606,-2.129394)",162
"(-79.873965,-2.096132)",58
"(-79.886164,-2.152672)",178
"(-79.833672,-2.069959)",177
"(-79.94875,-2.8498484)",263
"(-79.834752,-2.072979)",59
"(-79.873789,-2.079269)",197
"(-79.880692,-2.126572)",22
"(-79.873214,-2.104012)",221
"(-79.884892,-2.128679)",190
"(-79.886375,-2.151407)",172
"(-79.89703,-2.185319)",360
"(-79.888892,-2.158947)",162
"(-79.862065,-2.074836)",329
"(-79.881934,-2.137562)",163
"(-79.861459,-2.075059)",129
"(-79.882569,-2.140352)",149
"(-79.84478,-2.073385)",389
"(-79.865787,-2.121737)",171
"(-79.882757,-2.140734)",175
"(-79.873774,-2.073654)",169
"(-79.968532,-2.131918)",368
"(-79.88796,-2.157434)",149
"(-79.873214,-2.104012)",146
"(-79.872469,-2.107171)",168
"(-79.877702,-2.126176)",162
"(-79.866452,-2.12049)",224
"(-79.880064,-2.12649)",131
"(-79.843087,-2.072619)",206
"(-79.883252,-2.133125)",215
"(-79.833455,-2.06802)",193
"(-79.895094,-2.166914)",150
"(-79.867694,-2.12301)",172
"(-79.896896,-2.183046)",367
"(-79.89509,-2.166884)",179
"(-79.894982,-2.165779)",192
"(-79.865907,-2.122004)",177
"(-79.873654,-2.083526)",209
"(-79.895484,-2.164419)",134
"(-79.900475,-2.241544)",346
"(-79.858262,-2.075677)",214
"(-79.860472,-2.075446)",193
"(-79.94843,-2.131307)",392
"(-79.895697,-2.166178)",367
"(-79.880692,-2.126572)",209
"(-79.886415,-2.151195)",143
"(-79.850302,-2.074424)",131
"(-79.895452,-2.163452)",144
"(-79.895491,-2.163514)",217
"(-79.889444,-2.15992)",191
"(-79.894985,-2.165687)",140
"(-79.871437,-2.11123)",131
"(-79.883779,-2.142615)",188
"(-79.894335,-2.13188)",22
"(-79.883664,-2.127744)",213
"(-79.872214,-2.108002)",319
"(-79.94875,-2.8498484)",257
"(-79.887,-2.155677)",203
"(-79.891305,-2.163155)",194
"(-79.872744,-2.105892)",150
"(-79.873319,-2.103474)",153
"(-79.886449,-2.150994)",224
"(-79.89102,-2.240405)",375
"(-79.869667,-2.073567)",190
"(-79.891934,-2.164224)",143
"(-79.886552,-2.149332)",129
"(-79.871747,-2.109927)",169
"(-79.892501,-2.185627)",371
"(-79.872469,-2.107171)",183
"(-79.844766,-2.073449)",174
"(-79.886544,-2.14917)",198
"(-79.955513,-2.087373)",364
"(-79.889704,-2.132299)",199
"(-79.895609,-2.163589)",140
"(-79.895609,-2.163589)",146
"(-79.891899,-2.131834)",196
"(-79.884349,-2.143687)",135
"(-79.880392,-2.126534)",136
"(-79.852689,-2.075827)",198
"(-79.873802,-2.078587)",177
"(-79.894715,-2.167919)",190
"(-79.895067,-2.166577)",129
"(-79.860472,-2.075446)",149
"(-79.893035,-2.16683)",154
"(-79.870495,-2.113179)",186
"(-79.857057,-2.074807)",225
"(-79.885511,-2.128797)",207
"(-79.883132,-2.141444)",169
"(-79.87397,-2.095409)",183
"(-79.841367,-2.072127)",167
"(-79.87357,-2.087115)",169
"(-79.883347,-2.127477)",223
"(-79.894852,-2.131975)",224
"(-79.895089,-2.166844)",133
"(-79.94399,-2.084744)",374
"(-79.866167,-2.07408)",153
"(-79.851524,-2.075364)",152
"(-79.867359,-2.122882)",151
"(-79.872325,-2.073207)",200
"(-79.893252,-2.167702)",212
"(-79.86917,-2.12396)",177
"(-79.886574,-2.150264)",67
"(-79.871602,-2.11109)",61
"(-79.8963771,-2.18186)",312
"(-79.882519,-2.133049)",202
"(-79.94875,-2.8498484)",254
"(-79.890602,-2.047729)",390
"(-79.873897,-2.093935)",185
"(-79.883149,-2.127312)",157
"(-79.891387,-2.13308)",149
"(-79.83367,-2.069739)",202
"(-79.871297,-2.125154)",191
"(-79.873614,-2.125609)",185
"(-79.891387,-2.13308)",178
"(-79.874054,-2.099536)",214
"(-79.885765,-2.146375)",143
"(-79.892219,-2.166789)",154
"(-79.86765,-2.118299)",224
"(-79.882054,-2.135529)",174
"(-79.879484,-2.126417)",222
"(-79.873599,-2.073074)",146
"(-79.874059,-2.097182)",152
"(-79.879484,-2.126417)",165
"(-79.834069,-2.070392)",190
"(-79.873652,-2.083442)",166
"(-79.886475,-2.150809)",147
"(-79.873759,-2.080704)",123
"(-79.88428,-2.143572)",179
"(-79.832809,-2.068402)",140
"(-79.895697,-2.131812)",22
"(-79.876767,-2.150089)",70
"(-79.888615,-2.15847)",141
"(-79.838552,-2.072442)",393
"(-79.881012,-2.12661)",170
"(-79.888355,-2.158042)",185
"(-79.873802,-2.092014)",156
"(-79.84298,-2.072581)",221
"(-79.872657,-2.106271)",126
"(-79.895484,-2.164419)",182
"(-79.873849,-2.07714)",146
"(-79.874074,-2.099197)",190
"(-79.864492,-2.074306)",226
"(-79.868197,-2.073782)",145
"(-79.88405,-2.114484)",319
"(-79.886362,-2.129889)",200
"(-79.873797,-2.073887)",185
"(-79.88606,-2.129394)",176
"(-79.946264,-2.138234)",391
"(-79.896859,-2.18212)",352
"(-79.881382,-2.126662)",141
"(-79.890555,-2.161827)",217
"(-79.871744,-2.110204)",191
"(-79.873907,-2.096021)",141
"(-79.868014,-2.12329)",144
"(-79.893287,-2.166945)",148
"(-79.90531,-2.199335)",340
"(-79.88585,-2.14654)",207
"(-79.902627,-2.218199)",361
"(-79.884994,-2.129062)",149
"(-79.89563,-2.134082)",41
"(-79.871209,-2.111845)",130
"(-79.867744,-2.118009)",170
"(-79.883387,-2.141904)",124
"(-79.895767,-2.163784)",141
"(-79.892225,-2.16545)",185
