coordenadas,id_trayectoria
"(-79.887342,-2.156394)",68
"(-79.884864,-2.128661)",198
"(-79.907437,-2.195952)",377
"(-79.872334,-2.107707)",124
"(-79.886024,-2.129087)",173
"(-79.873595,-2.0861)",214
"(-79.895169,-2.165092)",68
"(-79.895692,-2.132182)",186
"(-79.871324,-2.111545)",171
"(-79.866239,-2.12227)",227
"(-79.890374,-2.049624)",391
"(-79.873939,-2.096447)",155
"(-79.924004,-2.192798)",371
"(-79.845094,-2.07357)",144
"(-79.855805,-2.074757)",178
"(-79.88397,-2.127999)",140
"(-79.868695,-2.116279)",216
"(-79.876454,-2.125975)",172
"(-79.892215,-2.16506)",154
"(-79.833979,-2.070257)",169
"(-79.883062,-2.127244)",218
"(-79.833005,-2.067917)",134
"(-79.894665,-2.131905)",152
"(-79.873622,-2.085164)",226
"(-79.882084,-2.135182)",176
"(-79.871699,-2.125319)",226
"(-79.873582,-2.086432)",163
"(-79.931829,-2.118792)",386
"(-79.832747,-2.068399)",69
"(-79.873057,-2.104575)",127
"(-79.876144,-2.125934)",171
"(-79.894154,-2.131354)",140
"(-80.08907,-2.221659)",394
"(-79.895187,-2.167824)",212
"(-79.872059,-2.108897)",224
"(-79.845165,-2.073697)",393
"(-79.87409,-2.099789)",385
"(-79.883654,-2.142387)",149
"(-79.886449,-2.150994)",159
"(-79.920454,-2.087421)",404
"(-79.873387,-2.103139)",151
"(-79.94875,-2.8498484)",257
"(-79.867817,-2.117985)",166
"(-79.884177,-2.130184)",223
"(-80.314815,-2.37277)",394
"(-79.896664,-2.182015)",352
"(-79.894527,-2.130595)",177
"(-79.947246,-2.135107)",391
"(-79.895356,-2.164625)",26
"(-79.843345,-2.072659)",389
"(-79.857744,-2.075279)",147
"(-79.873619,-2.084634)",319
"(-79.872739,-2.106144)",160
"(-79.89703,-2.185319)",361
"(-79.872189,-2.108304)",215
"(-79.868765,-2.123679)",141
"(-79.89201,-2.131694)",189
"(-79.873955,-2.097477)",151
"(-79.88432,-2.128287)",227
"(-79.83474,-2.07252)",199
"(-79.849645,-2.074252)",208
"(-79.871252,-2.111542)",140
"(-79.83638,-2.073004)",174
"(-79.83373,-2.070356)",63
"(-79.884476,-2.128402)",134
"(-79.873815,-2.078235)",169
"(-79.893267,-2.167735)",174
"(-79.87267,-2.07315)",157
"(-79.892215,-2.16506)",169
"(-79.873897,-2.075037)",210
"(-79.8365,-2.072807)",393
"(-79.8673,-2.118947)",130
"(-79.89417,-2.131186)",189
"(-79.87209,-2.10856)",204
"(-79.873472,-2.102944)",214
"(-79.834779,-2.073069)",220
"(-79.884664,-2.129512)",328
"(-79.895491,-2.163472)",22
"(-79.884864,-2.128661)",126
"(-79.873679,-2.083114)",193
"(-79.87238,-2.073194)",207
"(-79.895409,-2.163409)",38
"(-79.876454,-2.125975)",195
"(-79.873582,-2.086432)",206
"(-79.885079,-2.129035)",218
"(-79.876757,-2.12602)",167
"(-79.884344,-2.143689)",157
"(-79.842672,-2.072487)",216
"(-79.897468,-2.183167)",354
"(-79.894971,-2.181763)",352
"(-79.851589,-2.075404)",58
"(-79.883032,-2.133107)",163
"(-79.86765,-2.118299)",220
"(-79.886024,-2.129087)",142
"(-79.892219,-2.166789)",125
"(-79.873797,-2.073887)",186
"(-79.895064,-2.16528)",220
"(-79.873774,-2.101639)",207
"(-79.887945,-2.131212)",139
"(-79.85097,-2.074812)",226
"(-79.88214,-2.134549)",145
"(-79.87377,-2.079949)",197
"(-79.895764,-2.132109)",161
"(-79.882705,-2.126969)",174
"(-79.868477,-2.123494)",134
"(-79.873897,-2.093935)",205
"(-79.873572,-2.08677)",131
"(-79.886552,-2.149332)",171
"(-79.872589,-2.106574)",154
"(-79.883677,-2.13321)",188
"(-79.89483,-2.130207)",145
"(-79.883879,-2.131597)",225
"(-79.888585,-2.131724)",186
"(-79.884315,-2.129935)",224
"(-79.839559,-2.072322)",141
"(-79.885944,-2.14673)",194
"(-79.886449,-2.150994)",195
"(-79.855034,-2.075132)",125
"(-79.899063,-2.19098)",370
"(-79.883347,-2.127477)",126
"(-79.869667,-2.073567)",199
"(-79.86798,-2.117577)",152
"(-79.847107,-2.073932)",68
"(-79.870745,-2.073419)",174
"(-79.873849,-2.076979)",394
"(-79.87314,-2.125572)",215
"(-79.873039,-2.104774)",128
"(-79.8682,-2.123322)",165
"(-79.875934,-2.125952)",62
"(-79.886594,-2.154982)",384
"(-79.850467,-2.074472)",211
"(-79.94875,-2.8498484)",82
"(-79.876757,-2.12602)",185
"(-79.86857,-2.11667)",175
"(-79.885954,-2.128977)",26
"(-79.884992,-2.128729)",205
"(-79.871125,-2.112156)",326
"(-79.889151,-2.101913)",380
"(-79.885347,-2.128825)",173
"(-79.894145,-2.131302)",180
"(-79.872574,-2.106865)",179
"(-79.846319,-2.073872)",66
"(-79.866787,-2.11988)",184
"(-79.883822,-2.132182)",227
"(-79.88214,-2.134549)",142
"(-79.895789,-2.16385)",132
"(-79.922577,-2.239159)",375
"(-79.897108,-2.180022)",380
"(-79.88441,-2.128357)",136
"(-79.886547,-2.149229)",126
"(-79.881974,-2.136579)",125
"(-79.87021,-2.113815)",136
"(-79.886449,-2.150994)",129
"(-79.933513,-2.114873)",387
"(-79.898752,-2.252961)",347
"(-79.873504,-2.125616)",155
"(-79.83732,-2.072732)",135
"(-79.889162,-2.159432)",197
"(-79.855757,-2.074774)",66
"(-79.846579,-2.073915)",166
"(-79.884127,-2.128129)",194
"(-79.893377,-2.188377)",361
"(-79.895187,-2.167824)",153
"(-79.873495,-2.073044)",158
"(-79.89483,-2.167916)",208
"(-79.893254,-2.167484)",213
"(-79.882054,-2.135529)",188
"(-79.873959,-2.0978)",208
"(-79.873714,-2.101937)",161
"(-79.894527,-2.130595)",209
"(-79.867677,-2.123085)",179
"(-79.835995,-2.07316)",156
"(-79.866452,-2.12049)",172
"(-79.884127,-2.143265)",123
"(-79.883882,-2.127927)",140
"(-79.892214,-2.164884)",136
"(-79.892219,-2.166789)",166
"(-79.868014,-2.12329)",167
"(-79.884219,-2.143445)",213
"(-79.882214,-2.139489)",186
"(-79.834759,-2.072915)",226
"(-79.870444,-2.07346)",190
"(-79.872509,-2.107005)",143
"(-79.838135,-2.072545)",143
"(-79.834807,-2.072992)",393
"(-79.895432,-2.164514)",123
"(-79.901564,-2.214376)",360
"(-79.834337,-2.071042)",328
"(-79.895221,-2.187457)",351
"(-79.891669,-2.132129)",209
"(-79.88217,-2.134257)",181
"(-79.873459,-2.102779)",156
"(-79.872822,-2.073124)",385
"(-79.947174,-2.087952)",375
"(-79.87367,-2.078297)",44
"(-79.89516,-2.165004)",123
"(-79.895792,-2.16382)",206
"(-79.873849,-2.07714)",189
"(-79.885107,-2.145144)",225
"(-79.871297,-2.125154)",208
"(-79.871729,-2.125304)",174
"(-79.873459,-2.102779)",179
"(-79.869454,-2.115125)",143
"(-79.87021,-2.113815)",141
"(-79.873837,-2.095636)",202
"(-79.884689,-2.128549)",134
"(-79.895634,-2.132144)",155
"(-79.894862,-2.131269)",169
"(-79.894287,-2.131164)",148
"(-79.884994,-2.129062)",174
"(-79.873672,-2.085566)",121
"(-79.841567,-2.07206)",328
"(-79.89417,-2.131186)",148
"(-79.832295,-2.068402)",199
"(-79.89201,-2.131694)",137
"(-79.868699,-2.116447)",131
"(-79.9271323,-2.1228152)",304
"(-79.883677,-2.13321)",126
"(-79.89417,-2.131482)",155
"(-80.143829,-2.253799)",393
"(-79.87402,-2.096437)",197
"(-79.895514,-2.163502)",128
"(-79.89417,-2.131482)",154
"(-79.897921,-2.203038)",357
"(-79.896352,-2.18197)",331
"(-79.882384,-2.139957)",58
"(-79.836307,-2.073042)",142
"(-79.871032,-2.073372)",170
"(-79.89021,-2.133094)",195
"(-79.873057,-2.104575)",157
"(-79.873699,-2.08224)",208
"(-79.835755,-2.073231)",158
"(-79.833544,-2.067934)",329
"(-79.883784,-2.132572)",225
"(-79.886607,-2.14946)",329
"(-79.891239,-2.163025)",384
"(-79.843959,-2.166344)",70
"(-79.879484,-2.126417)",158
"(-79.883809,-2.132364)",129
"(-79.888684,-2.131775)",171
"(-79.85131,-2.075285)",64
"(-79.873955,-2.095132)",173
"(-79.894145,-2.131302)",140
"(-79.872744,-2.105892)",201
"(-79.877077,-2.12607)",153
"(-79.884535,-2.128444)",123
"(-79.875807,-2.125889)",182
"(-79.859266,-2.075855)",205
"(-79.833675,-2.068714)",211
"(-79.85177,-2.07544)",389
"(-79.84298,-2.072581)",199
"(-79.896895,-2.18215)",351
"(-79.895378,-2.191739)",371
"(-79.874052,-2.096922)",159
"(-79.870064,-2.114072)",226
"(-79.873959,-2.0978)",193
"(-79.873774,-2.073654)",216
"(-79.893742,-2.132099)",209
"(-79.8703,-2.113309)",63
"(-79.850467,-2.074472)",219
"(-79.883749,-2.13299)",133
"(-79.896859,-2.18212)",351
"(-79.909784,-2.204248)",356
"(-79.871129,-2.11185)",174
"(-79.888687,-2.131775)",137
"(-79.873694,-2.082379)",190
"(-79.886745,-2.155269)",212
"(-79.873622,-2.102005)",172
"(-79.872354,-2.107766)",327
"(-79.84679,-2.07394)",224
"(-79.8914,-2.132642)",217
"(-79.8957,-2.129125)",179
"(-79.847872,-2.074062)",177
"(-79.871379,-2.111235)",220
"(-79.882224,-2.133529)",144
"(-79.885217,-2.128805)",190
"(-79.832614,-2.068405)",158
"(-79.883149,-2.127312)",161
"(-79.869659,-2.114749)",68
"(-79.873764,-2.080262)",163
"(-79.89417,-2.131164)",133
"(-79.8727,-2.106092)",163
"(-79.873942,-2.099657)",144
"(-79.94875,-2.8498484)",72
"(-79.869765,-2.114584)",160
"(-79.881944,-2.137279)",185
"(-79.897429,-2.163547)",367
"(-79.898989,-2.160139)",382
"(-79.87386,-2.076772)",143
"(-79.89153,-2.16357)",202
"(-79.889704,-2.132299)",124
"(-79.872325,-2.073207)",141
"(-79.881729,-2.138045)",62
"(-79.892215,-2.16506)",189
"(-79.895022,-2.16544)",126
"(-79.832402,-2.068402)",130
"(-79.894982,-2.165779)",146
"(-79.873159,-2.104245)",213
"(-79.895767,-2.163784)",226
"(-79.883879,-2.131597)",221
"(-79.894065,-2.1319)",182
"(-79.8865,-2.150644)",147
"(-79.895782,-2.16387)",180
"(-79.872126,-2.108595)",143
"(-79.870682,-2.11284)",209
"(-79.863675,-2.074412)",204
"(-79.873472,-2.102944)",176
"(-79.947755,-2.105544)",374
"(-79.866379,-2.120522)",151
"(-79.881944,-2.137279)",147
"(-79.883025,-2.11808)",318
"(-79.873714,-2.101937)",167
"(-79.872689,-2.10639)",173
"(-79.94875,-2.8498484)",102
"(-79.903527,-2.09161)",380
"(-79.858579,-2.075814)",126
"(-79.859266,-2.075855)",162
"(-79.873629,-2.084364)",204
"(-79.833005,-2.067917)",181
"(-79.892195,-2.16533)",26
"(-79.850329,-2.074429)",161
"(-79.948409,-2.131054)",374
"(-79.856096,-2.074564)",319
"(-79.87209,-2.10856)",165
"(-79.871832,-2.125317)",319
"(-79.886522,-2.154869)",127
"(-79.832809,-2.068402)",171
"(-79.895162,-2.12979)",150
"(-79.89566,-2.132137)",203
"(-79.883945,-2.127977)",227
"(-79.909949,-2.204215)",356
"(-79.87377,-2.079949)",224
"(-80.156735,-2.266546)",393
"(-79.89417,-2.131164)",181
"(-79.873909,-2.100024)",182
"(-79.837099,-2.072775)",133
"(-79.881684,-2.126699)",150
"(-79.886357,-2.147955)",154
"(-79.873629,-2.089234)",202
"(-79.937202,-2.081047)",375
"(-79.893815,-2.167842)",213
"(-79.893815,-2.167842)",173
"(-79.886357,-2.147955)",134
"(-79.873319,-2.103474)",211
"(-79.89043,-2.13319)",127
"(-79.834685,-2.072267)",197
"(-80.288057,-2.357409)",393
"(-79.900452,-2.178692)",350
"(-79.837569,-2.072666)",222
"(-79.938364,-2.2147)",340
"(-79.834519,-2.073224)",34
"(-79.92556,-2.062902)",392
"(-79.873184,-2.104054)",127
"(-79.892225,-2.16545)",220
"(-79.89509,-2.166875)",125
"(-79.88339,-2.127514)",150
"(-79.887945,-2.131212)",126
"(-79.895849,-2.131967)",183
"(-79.870354,-2.113549)",157
"(-79.867449,-2.122862)",182
"(-79.895779,-2.163865)",175
"(-79.886325,-2.154354)",138
"(-79.87173,-2.073279)",129
"(-79.881625,-2.136462)",34
"(-79.872621,-2.106412)",162
"(-79.872994,-2.073105)",140
"(-79.860472,-2.075446)",149
"(-79.92552,-2.238094)",375
"(-79.873859,-2.093301)",189
"(-79.841626,-2.071979)",134
"(-79.88657,-2.149657)",153
"(-79.833477,-2.067992)",121
"(-79.841477,-2.072035)",130
"(-79.833445,-2.067964)",394
"(-79.869727,-2.114552)",128
"(-79.857519,-2.075079)",135
"(-79.873872,-2.100404)",202
"(-79.886025,-2.129112)",22
"(-79.897462,-2.183169)",355
"(-79.88531,-2.128802)",393
"(-79.882237,-2.133185)",127
"(-79.884504,-2.128417)",176
"(-79.8848,-2.12862)",138
"(-79.87365,-2.083755)",179
"(-79.87314,-2.125572)",129
"(-79.871744,-2.110204)",215
"(-79.939737,-2.224731)",340
"(-79.881975,-2.126737)",153
"(-79.840342,-2.07226)",196
"(-79.92556,-2.062902)",391
"(-79.895449,-2.163457)",206
"(-79.873625,-2.084885)",171
"(-79.895787,-2.16386)",154
"(-79.89179,-2.131974)",204
"(-79.871665,-2.110267)",205
"(-79.897045,-2.185259)",360
"(-79.895219,-2.167914)",384
"(-79.859266,-2.075855)",214
"(-79.866026,-2.122195)",130
"(-79.885972,-2.129587)",172
"(-79.8673,-2.118947)",134
"(-79.834982,-2.073215)",210
"(-79.873614,-2.125609)",164
"(-79.873625,-2.084885)",196
"(-79.895637,-2.129207)",198
"(-79.872855,-2.105392)",135
"(-79.895672,-2.164722)",68
"(-79.867744,-2.118009)",199
"(-79.895289,-2.164775)",181
"(-79.886745,-2.155269)",188
"(-79.840279,-2.072266)",159
"(-79.834124,-2.070579)",200
"(-80.231029,-2.2953)",394
"(-79.842837,-2.072532)",173
"(-79.873744,-2.08132)",178
"(-79.884908,-2.144693)",380
"(-79.895792,-2.16382)",140
"(-79.893169,-2.166832)",194
"(-79.873897,-2.075357)",188
"(-80.097127,-2.230077)",394
"(-79.833672,-2.069959)",155
"(-79.887739,-2.157075)",197
"(-79.871324,-2.111545)",140
"(-79.836437,-2.07294)",154
"(-79.94875,-2.8498484)",257
"(-79.873922,-2.094774)",319
"(-80.109399,-2.234275)",394
"(-79.873945,-2.09668)",216
"(-79.872417,-2.107412)",162
"(-79.873655,-2.083441)",133
"(-79.891899,-2.131834)",166
"(-79.858262,-2.075677)",142
"(-79.895484,-2.164419)",146
"(-79.869952,-2.114249)",121
"(-79.871905,-2.109535)",139
"(-79.88214,-2.134549)",161
"(-79.87393,-2.094564)",175
"(-79.892387,-2.166832)",146
"(-79.895459,-2.163469)",214
"(-79.892215,-2.16506)",150
"(-79.887835,-2.157262)",136
"(-79.873835,-2.1013)",167
"(-79.871252,-2.111542)",142
"(-79.854404,-2.075475)",146
"(-79.833685,-2.067899)",186
"(-79.887234,-2.156079)",22
"(-79.873655,-2.083441)",153
"(-79.842272,-2.072606)",70
"(-79.852802,-2.075789)",385
"(-79.869137,-2.11553)",196
"(-79.87386,-2.076772)",193
"(-79.835057,-2.073245)",121
"(-79.873734,-2.090822)",169
"(-79.886849,-2.130304)",150
"(-79.88494,-2.144902)",159
"(-79.83732,-2.072732)",225
"(-79.873214,-2.104012)",136
"(-79.873897,-2.075357)",166
"(-79.895717,-2.164009)",221
"(-79.886542,-2.149132)",216
"(-79.89574,-2.164791)",31
"(-79.895327,-2.164699)",204
"(-79.872126,-2.108595)",210
"(-79.871905,-2.109535)",191
"(-79.886545,-2.14917)",163
"(-79.874052,-2.096922)",218
"(-79.894689,-2.131207)",195
"(-79.866206,-2.120855)",177
"(-79.873685,-2.073159)",159
"(-79.83367,-2.069739)",171
"(-79.882057,-2.138934)",22
"(-79.88628,-2.151994)",207
"(-79.83485,-2.072985)",319
"(-79.867744,-2.118009)",220
"(-79.847855,-2.074152)",34
"(-79.894524,-2.131179)",192
"(-79.889704,-2.132299)",187
"(-79.833677,-2.068279)",138
"(-79.890114,-2.049629)",392
"(-79.841626,-2.071979)",22
"(-79.876142,-2.125974)",226
"(-79.893169,-2.166832)",145
"(-79.873705,-2.08262)",58
"(-79.931708,-2.126836)",386
"(-79.883032,-2.133107)",189
"(-79.873872,-2.100404)",226
"(-79.895815,-2.13206)",158
"(-79.850371,-2.07443)",149
"(-79.894447,-2.167897)",205
"(-79.88199,-2.138655)",123
"(-79.883809,-2.132364)",187
"(-79.878084,-2.126227)",189
"(-79.874002,-2.096196)",130
"(-79.856597,-2.07456)",121
"(-79.885079,-2.129035)",151
"(-79.891417,-2.163362)",191
"(-79.859266,-2.075855)",151
"(-79.873722,-2.090514)",141
"(-79.895532,-2.132265)",216
"(-79.87267,-2.07315)",177
"(-79.86647,-2.122384)",224
"(-79.895042,-2.12994)",192
"(-79.910122,-2.178167)",351
"(-79.840825,-2.07227)",201
"(-79.882297,-2.139735)",128
"(-79.845075,-2.073772)",65
"(-79.895459,-2.16373)",166
"(-79.8970839,-2.1824209)",335
"(-79.871355,-2.073325)",126
"(-79.928187,-2.193468)",340
"(-79.882224,-2.133529)",152
"(-79.888669,-2.131774)",167
"(-79.863284,-2.074464)",136
"(-79.884465,-2.12971)",199
"(-79.883447,-2.133144)",222
"(-79.832015,-2.068374)",168
"(-79.873897,-2.075037)",171
"(-79.873897,-2.075037)",129
"(-79.873894,-2.075691)",131
"(-79.894965,-2.167917)",216
"(-79.867449,-2.122862)",131
"(-79.871345,-2.125184)",172
"(-79.89542,-2.129479)",148
"(-79.834069,-2.070392)",160
"(-79.866581,-2.074022)",134
"(-79.898795,-2.159033)",382
"(-79.882194,-2.133985)",164
"(-79.886544,-2.14917)",179
"(-79.840825,-2.07227)",157
"(-79.833107,-2.068624)",65
"(-79.873615,-2.102377)",182
"(-79.889425,-2.131867)",132
"(-79.873459,-2.102779)",132
"(-79.870444,-2.07346)",142
"(-79.874092,-2.097274)",384
"(-79.892255,-2.164914)",384
"(-79.895139,-2.167352)",172
"(-79.94875,-2.8498484)",107
"(-79.873629,-2.087649)",122
"(-79.834427,-2.071494)",148
"(-79.895459,-2.163469)",129
"(-79.94875,-2.8498484)",249
"(-79.874579,-2.125729)",157
"(-79.866142,-2.121075)",136
"(-79.902102,-2.164457)",374
"(-79.888757,-2.158707)",180
"(-79.900699,-2.145813)",367
"(-79.833624,-2.067879)",162
"(-79.850371,-2.07443)",140
"(-79.873872,-2.125662)",209
"(-79.884392,-2.143701)",127
"(-79.942442,-2.08377)",374
"(-79.883404,-2.127525)",22
"(-79.881912,-2.13789)",168
"(-79.873659,-2.102185)",215
"(-79.886055,-2.129292)",191
"(-79.883879,-2.131597)",217
"(-79.87377,-2.079949)",189
"(-79.870495,-2.113179)",157
"(-79.886522,-2.154869)",182
"(-79.870507,-2.113276)",187
"(-79.856447,-2.074545)",193
"(-79.94875,-2.8498484)",82
"(-79.924531,-2.163981)",352
"(-79.873635,-2.084136)",219
"(-79.872744,-2.105892)",211
"(-79.849329,-2.074214)",156
"(-79.88545,-2.129286)",180
"(-79.88432,-2.128287)",177
"(-79.902434,-2.21757)",360
"(-79.887125,-2.155874)",149
"(-79.894187,-2.167884)",123
"(-79.892387,-2.166832)",223
"(-80.337049,-2.376852)",394
"(-79.873572,-2.087462)",227
"(-79.88579,-2.128837)",157
"(-79.895715,-2.186031)",360
"(-79.91952,-2.169179)",386
"(-79.870964,-2.112435)",197
"(-79.886052,-2.151897)",62
"(-79.947504,-2.088335)",392
"(-79.8942,-2.13162)",213
"(-79.873764,-2.080262)",185
"(-79.867134,-2.11926)",128
"(-79.873979,-2.098917)",142
"(-79.885542,-2.129355)",176
"(-79.883895,-2.142834)",144
"(-79.890939,-2.162515)",141
"(-79.881942,-2.138369)",225
"(-79.873685,-2.082905)",206
"(-79.873719,-2.073685)",319
"(-79.866787,-2.11988)",215
"(-79.955539,-2.087406)",365
"(-79.872819,-2.073132)",217
"(-79.902982,-2.049984)",391
"(-79.873734,-2.090822)",125
"(-79.873815,-2.078235)",164
"(-79.894176,-2.191048)",341
"(-79.873459,-2.102779)",124
"(-79.899076,-2.172421)",366
"(-79.853387,-2.075829)",150
"(-79.884374,-2.128302)",328
"(-79.865829,-2.121685)",181
"(-79.887,-2.155677)",129
"(-79.873685,-2.08271)",146
"(-79.884049,-2.128064)",147
"(-79.897029,-2.185327)",361
"(-79.895052,-2.166435)",216
"(-79.925019,-2.210177)",356
"(-79.881012,-2.12661)",163
"(-79.884864,-2.128661)",164
"(-79.895455,-2.163404)",384
"(-79.895052,-2.166435)",185
"(-79.94875,-2.8498484)",263
"(-79.86408,-2.074359)",205
"(-79.841734,-2.071972)",319
"(-79.928413,-2.159629)",386
"(-79.88385,-2.1279)",142
"(-79.886427,-2.148266)",196
"(-79.954864,-2.227862)",375
"(-79.832879,-2.068374)",192
"(-79.87173,-2.073279)",173
"(-79.850142,-2.074376)",131
"(-79.894622,-2.167922)",198
"(-79.833624,-2.067879)",157
"(-79.844705,-2.073452)",69
"(-79.860792,-2.075319)",194
"(-79.872531,-2.106965)",59
"(-79.892169,-2.164819)",59
"(-79.873652,-2.083615)",205
"(-79.886542,-2.149144)",177
"(-79.895484,-2.164419)",164
"(-79.88537,-2.128827)",194
"(-79.897062,-2.200288)",360
"(-79.892225,-2.16545)",192
"(-79.895225,-2.16488)",193
"(-79.947755,-2.105544)",375
"(-79.873955,-2.09693)",154
"(-79.887234,-2.156079)",179
"(-79.883832,-2.132052)",164
"(-79.897319,-2.180123)",367
"(-79.87408,-2.098874)",151
"(-79.929658,-2.198045)",377
"(-79.842157,-2.072302)",203
"(-79.891644,-2.163802)",156
"(-79.885511,-2.128797)",141
"(-79.832194,-2.068396)",155
"(-79.895029,-2.131349)",188
"(-79.873589,-2.08353)",65
"(-79.875807,-2.125889)",144
"(-79.893254,-2.166869)",144
"(-79.842769,-2.072492)",319
"(-79.839559,-2.072322)",176
"(-79.89519,-2.181754)",351
"(-79.94875,-2.8498484)",262
"(-79.896786,-2.181015)",366
"(-79.866614,-2.120182)",172
"(-79.88492,-2.128695)",212
"(-79.872239,-2.108007)",227
"(-79.883235,-2.127384)",219
"(-79.858394,-2.075884)",64
"(-79.891417,-2.163362)",225
"(-79.895067,-2.166577)",208
"(-79.894007,-2.167864)",129
"(-79.870304,-2.113524)",194
"(-79.868695,-2.116279)",161
"(-79.883832,-2.132052)",185
"(-79.8970547,-2.1823971)",337
"(-79.894224,-2.131734)",222
"(-79.832715,-2.068405)",213
"(-79.895834,-2.132037)",124
"(-79.883032,-2.133107)",182
"(-79.88454,-2.12845)",152
"(-79.896494,-2.198259)",347
"(-79.89043,-2.13319)",210
"(-79.872334,-2.107707)",194
"(-79.849024,-2.074179)",148
"(-79.841945,-2.07206)",170
"(-79.845705,-2.073834)",188
"(-79.895444,-2.16345)",146
"(-79.8976944,-2.1845697)",343
"(-79.872409,-2.125485)",182
"(-79.944594,-2.084932)",392
"(-79.895292,-2.12964)",161
"(-79.873825,-2.100794)",186
"(-79.883654,-2.142387)",169
"(-79.834024,-2.070302)",121
"(-79.84639,-2.073895)",171
"(-79.886509,-2.148784)",209
"(-79.845705,-2.073834)",153
"(-79.895494,-2.163484)",150
"(-79.845892,-2.073849)",209
"(-79.873722,-2.090514)",154
"(-79.894202,-2.131771)",141
"(-79.89178,-2.164025)",220
"(-79.885044,-2.145044)",217
"(-79.893625,-2.16782)",163
"(-79.873365,-2.10338)",203
"(-79.917538,-2.171161)",387
"(-79.88285,-2.127062)",153
"(-79.832452,-2.068945)",328
"(-79.897298,-2.182566)",354
"(-79.866239,-2.12227)",145
"(-80.089249,-2.221785)",393
"(-80.215452,-2.292897)",393
"(-79.872325,-2.073207)",178
"(-79.895792,-2.16382)",129
"(-79.886544,-2.14916)",138
"(-79.903382,-2.148385)",70
"(-79.895482,-2.163465)",160
"(-79.895782,-2.16387)",178
