coordenadas,id_trayectoria
"(-79.893567,-2.132187)",210
"(-79.873685,-2.08271)",132
"(-79.840342,-2.07226)",155
"(-79.852352,-2.075757)",128
"(-79.899419,-2.190893)",371
"(-79.88285,-2.127062)",225
"(-79.892387,-2.166832)",183
"(-79.871729,-2.125304)",177
"(-79.833677,-2.068487)",194
"(-79.885227,-2.128814)",155
"(-79.86998,-2.073525)",184
"(-79.87375,-2.081027)",175
"(-79.833455,-2.06802)",210
"(-79.873365,-2.10338)",150
"(-79.834755,-2.072997)",135
"(-79.931653,-2.126565)",387
"(-79.857057,-2.074807)",194
"(-79.870024,-2.124465)",128
"(-79.846579,-2.073915)",201
"(-79.87021,-2.113815)",191
"(-79.883784,-2.127844)",161
"(-79.872544,-2.106849)",199
"(-79.87314,-2.125572)",184
"(-79.866962,-2.119569)",152
"(-79.868716,-2.11636)",59
"(-79.850302,-2.074424)",193
"(-79.832594,-2.069047)",65
"(-79.872174,-2.125417)",210
"(-79.884344,-2.143689)",158
"(-79.895444,-2.16367)",203
"(-79.866007,-2.121319)",200
"(-79.873825,-2.092326)",195
"(-79.94875,-2.8498484)",254
"(-79.924834,-2.209507)",357
"(-79.842062,-2.072182)",171
"(-79.892182,-2.166705)",193
"(-79.88445,-2.128385)",171
"(-79.87189,-2.073406)",64
"(-79.884594,-2.128489)",219
"(-79.873642,-2.08393)",196
"(-79.873879,-2.074722)",190
"(-79.883942,-2.127974)",176
"(-79.872569,-2.106735)",216
"(-79.85627,-2.074531)",212
"(-79.882593,-2.14041)",379
"(-79.885895,-2.128899)",195
"(-79.838984,-2.072402)",171
"(-79.88537,-2.128827)",177
"(-79.856124,-2.074589)",196
"(-79.850467,-2.074472)",213
"(-79.896547,-2.198656)",341
"(-79.87267,-2.07315)",222
"(-79.855335,-2.07497)",170
"(-79.889409,-2.160005)",38
"(-79.895109,-2.16715)",174
"(-79.869667,-2.073567)",208
"(-79.891447,-2.132474)",205
"(-79.833702,-2.069067)",318
"(-79.836499,-2.072835)",140
"(-79.89153,-2.16357)",152
"(-79.846579,-2.073915)",142
"(-79.895002,-2.166022)",194
"(-79.895787,-2.16386)",142
"(-79.854404,-2.075475)",189
"(-79.881942,-2.126742)",159
"(-79.895495,-2.163491)",221
"(-79.83368,-2.068087)",206
"(-79.873659,-2.102185)",213
"(-79.88956,-2.131969)",132
"(-79.8984542,-2.1824197)",338
"(-79.881967,-2.138442)",121
"(-79.847029,-2.073967)",224
"(-79.886865,-2.155469)",168
"(-79.94875,-2.8498484)",257
"(-79.86408,-2.074359)",160
"(-79.879787,-2.126459)",142
"(-79.83368,-2.068087)",205
"(-79.868965,-2.073667)",134
"(-79.886529,-2.148934)",145
"(-79.929248,-2.198067)",381
"(-79.891974,-2.131739)",140
"(-79.884535,-2.128444)",202
"(-79.866941,-2.119492)",141
"(-79.842837,-2.072532)",140
"(-79.89638,-2.158482)",34
"(-79.875807,-2.125889)",174
"(-79.88527,-2.145441)",220
"(-79.872912,-2.105359)",222
"(-79.865785,-2.121944)",208
"(-79.87238,-2.073194)",201
"(-79.870459,-2.124719)",152
"(-79.859577,-2.075787)",123
"(-79.877077,-2.12607)",165
"(-79.882797,-2.127032)",206
"(-79.834982,-2.073215)",161
"(-79.873939,-2.096447)",141
"(-79.880692,-2.126572)",150
"(-79.873652,-2.083442)",133
"(-79.873264,-2.103792)",131
"(-79.895542,-2.163764)",221
"(-79.895735,-2.188314)",352
"(-79.861119,-2.07519)",162
"(-79.890779,-2.133167)",182
"(-79.872377,-2.073195)",170
"(-79.872849,-2.105642)",145
"(-79.884649,-2.128525)",153
"(-79.873472,-2.102944)",201
"(-79.895159,-2.16789)",225
"(-79.897823,-2.177152)",382
"(-79.873727,-2.073285)",164
"(-79.856447,-2.074545)",155
"(-79.849927,-2.07431)",176
"(-79.886539,-2.149099)",135
"(-79.8727,-2.106092)",149
"(-79.866007,-2.121319)",165
"(-79.883062,-2.127244)",178
"(-79.89539,-2.131557)",209
"(-79.886375,-2.151407)",187
"(-79.873872,-2.100404)",212
"(-79.832809,-2.068402)",154
"(-79.895327,-2.164699)",224
"(-79.841367,-2.072127)",143
"(-79.905416,-2.196489)",376
"(-79.833647,-2.06766)",385
"(-79.867134,-2.11926)",157
"(-79.882084,-2.135182)",210
"(-79.918455,-2.170106)",387
"(-79.873749,-2.073454)",145
"(-79.860472,-2.075446)",148
"(-79.869625,-2.114382)",44
"(-79.870507,-2.113276)",172
"(-79.892764,-2.132155)",134
"(-79.945835,-2.145762)",391
"(-79.878955,-2.126304)",384
"(-79.873982,-2.09854)",177
"(-79.89021,-2.133094)",132
"(-79.873714,-2.101937)",198
"(-79.871879,-2.109699)",328
"(-79.884302,-2.130002)",329
"(-79.947909,-2.092715)",375
"(-79.832015,-2.068374)",210
"(-79.90214,-2.175771)",366
"(-79.890304,-2.049575)",392
"(-79.871042,-2.112124)",318
"(-79.855335,-2.07497)",192
"(-79.872002,-2.10889)",154
"(-79.84818,-2.074094)",175
"(-79.895637,-2.129207)",155
"(-79.873774,-2.101639)",216
"(-79.883942,-2.127974)",22
"(-79.885362,-2.128814)",175
"(-79.895452,-2.163452)",217
"(-79.88289,-2.120544)",318
"(-79.886849,-2.130304)",141
"(-79.840104,-2.072274)",158
"(-79.889599,-2.160167)",137
"(-79.872855,-2.105392)",181
"(-79.890317,-2.133162)",187
"(-79.869074,-2.123867)",196
"(-79.873945,-2.09668)",190
"(-79.890814,-2.162294)",129
"(-79.85205,-2.075652)",217
"(-79.872377,-2.073195)",169
"(-79.889722,-2.160381)",154
"(-79.852689,-2.075827)",207
"(-79.833672,-2.069224)",138
"(-79.883854,-2.13181)",189
"(-79.870452,-2.124695)",329
"(-79.911531,-2.176983)",351
"(-79.872801,-2.105607)",122
"(-79.868671,-2.123704)",61
"(-79.891829,-2.173852)",379
"(-79.888684,-2.131775)",225
"(-79.88214,-2.134549)",166
"(-79.839474,-2.072347)",26
"(-79.894524,-2.131179)",213
"(-79.868965,-2.073667)",156
"(-79.873735,-2.081497)",205
"(-79.887717,-2.131029)",148
"(-79.858262,-2.075677)",143
