coordenadas,id_trayectoria
"(-79.848219,-2.074051)",394
"(-79.904537,-2.159815)",375
"(-79.83206,-2.069017)",394
"(-79.873892,-2.100642)",121
"(-79.891056,-2.240209)",374
"(-79.897464,-2.18317)",354
"(-79.895465,-2.163594)",318
"(-79.899516,-2.190896)",370
"(-79.841731,-2.072012)",328
"(-79.873839,-2.075865)",319
"(-79.863794,-2.124998)",326
"(-79.871625,-2.073297)",394
"(-79.833722,-2.070012)",319
"(-79.896104,-2.191608)",371
"(-79.871794,-2.073274)",394
"(-80.200709,-2.289092)",394
"(-79.858952,-2.075855)",390
"(-79.925704,-2.194137)",340
"(-79.906305,-2.219434)",360
"(-80.080614,-2.216067)",394
"(-79.921267,-2.167377)",351
"(-79.929094,-2.078941)",392
"(-79.893563,-2.189121)",371
"(-79.832991,-2.068009)",318
"(-79.832915,-2.068256)",384
"(-79.94875,-2.8498484)",263
"(-79.88883,-2.158866)",379
"(-79.869952,-2.114224)",329
"(-79.90342,-2.188517)",371
"(-79.895495,-2.191725)",370
"(-79.924336,-2.194158)",371
"(-79.947569,-2.15478)",375
"(-79.882872,-2.120867)",318
"(-80.271575,-2.340152)",394
"(-80.257042,-2.315079)",393
"(-79.873199,-2.103876)",326
"(-79.897488,-2.178784)",382
"(-79.872365,-2.107492)",394
"(-79.893843,-2.190081)",361
"(-79.970875,-2.1852)",392
"(-79.922379,-2.239224)",375
"(-79.833715,-2.068287)",318
"(-79.889735,-2.243065)",375
"(-79.895039,-2.1861)",351
"(-79.840769,-2.072279)",385
"(-79.892297,-2.16672)",384
"(-79.948424,-2.119755)",374
"(-80.31713,-2.373245)",394
"(-79.8959,-2.196624)",361
"(-79.942475,-2.083822)",391
"(-79.897072,-2.185205)",357
"(-79.94875,-2.8498484)",263
"(-79.883379,-2.127464)",394
"(-79.91194,-2.218703)",361
"(-79.921518,-2.195162)",340
"(-79.898394,-2.158014)",383
"(-79.918799,-2.195868)",341
"(-79.86896,-2.073642)",390
"(-79.913118,-2.218545)",361
"(-79.909337,-2.238849)",375
"(-79.889612,-2.049124)",392
"(-79.928726,-2.158786)",386
"(-79.900684,-2.189901)",371
"(-79.894406,-2.184445)",371
"(-79.892832,-2.184893)",370
"(-79.87305,-2.073087)",394
"(-79.946797,-2.179097)",391
"(-79.904875,-2.154104)",375
"(-79.893255,-2.184761)",371
"(-79.931685,-2.193234)",340
"(-79.901717,-2.238935)",375
"(-79.8677,-2.118234)",394
"(-79.898639,-2.205514)",360
"(-79.925244,-2.211274)",356
"(-79.94875,-2.8498484)",255
"(-80.200342,-2.288912)",394
"(-79.9191,-2.169542)",387
"(-79.891442,-2.04523)",391
"(-79.90059,-2.20046)",341
"(-79.932483,-2.195376)",340
"(-80.294944,-2.361389)",394
"(-79.882273,-2.131877)",380
"(-79.968409,-2.13191)",359
"(-79.878955,-2.126304)",385
"(-79.849077,-2.074155)",121
"(-79.885982,-2.128999)",122
"(-79.882377,-2.132095)",384
"(-80.208525,-2.29278)",393
"(-79.898465,-2.149277)",366
"(-79.893566,-2.189335)",371
"(-79.947237,-2.134814)",375
"(-79.83253,-2.068397)",121
"(37.421998333333335,-122.08400000000002)",264
"(-79.958187,-2.186974)",392
"(-79.907754,-2.178976)",352
"(-79.860232,-2.075497)",390
"(-79.929334,-2.196783)",377
"(-79.949015,-2.159925)",391
"(-79.895529,-2.163479)",318
"(-79.881837,-2.137247)",319
"(-79.899962,-2.235969)",345
"(-79.94875,-2.8498484)",262
"(-79.89702,-2.182278)",351
"(-79.836472,-2.072904)",121
"(-79.896734,-2.168114)",331
"(-79.899886,-2.209711)",361
"(-79.878152,-2.126176)",319
"(-79.873772,-2.091707)",318
"(-79.907229,-2.219293)",361
"(-79.83217,-2.068384)",122
"(-79.918587,-2.195939)",341
"(-79.88399,-2.05133)",390
"(-79.8964084,-2.1814817)",310
"(-79.861239,-2.075157)",121
"(-79.94875,-2.8498484)",105
"(-79.89653,-2.181259)",332
"(-79.89301,-2.186961)",340
"(-79.881384,-2.12664)",393
"(-79.868297,-2.123447)",329
"(-79.927796,-2.194022)",376
"(-79.893298,-2.188299)",360
"(-79.899552,-2.137791)",394
"(-79.901675,-2.174031)",366
"(-79.881975,-2.138515)",319
"(-79.891012,-2.162636)",385
"(-79.897827,-2.177043)",383
"(-79.87372,-2.090667)",122
"(-79.94875,-2.8498484)",97
"(-79.872022,-2.109067)",327
"(-79.84542,-2.073797)",329
"(-79.892705,-2.186358)",371
"(-79.895809,-2.183028)",371
"(-79.905791,-2.199223)",341
"(-79.87359,-2.073031)",385
"(-79.833694,-2.067777)",394
"(-79.896994,-2.185423)",360
"(-79.891469,-2.238742)",374
"(-79.924864,-2.058897)",392
"(-79.887377,-2.130672)",393
"(-79.937239,-2.234499)",374
"(-79.833804,-2.070185)",393
"(-79.94686,-2.168052)",375
"(-80.0907,-2.222792)",393
"(-79.921992,-2.071984)",392
"(-79.870509,-2.124654)",394
"(-79.874025,-2.096472)",385
"(-79.873262,-2.103674)",319
"(-79.8984542,-2.1772747)",336
"(-79.845272,-2.073746)",318
"(-79.863709,-2.074384)",329
"(-79.894791,-2.185738)",341
"(-79.94875,-2.8498484)",100
"(-79.8957,-2.195889)",361
"(-79.84219,-2.072281)",319
"(-79.94662,-2.085505)",374
"(-79.94875,-2.8498484)",263
"(-79.896362,-2.181928)",352
"(-79.931219,-2.120504)",386
"(-79.856597,-2.074579)",394
"(-79.94875,-2.8498484)",254
"(-79.894381,-2.184464)",370
"(-79.897429,-2.182849)",352
"(-79.897374,-2.180073)",367
"(-79.948542,-2.12073)",374
"(-79.920364,-2.087325)",402
"(-79.840104,-2.072285)",393
"(-79.84233,-2.072384)",385
"(-79.911014,-2.218814)",361
"(-79.894984,-2.193682)",341
"(-79.942051,-2.083751)",374
"(-80.111607,-2.23506)",393
"(-79.833649,-2.068514)",384
"(-79.931685,-2.193234)",341
"(-79.95678,-2.21736)",375
"(-79.934148,-2.166322)",351
"(-79.94875,-2.8498484)",263
"(-79.880011,-2.165516)",327
"(-79.897408,-2.201268)",340
"(-79.894532,-2.165237)",332
"(-79.898809,-2.252634)",347
"(-79.898782,-2.172105)",367
"(-79.8977165,-2.1845885)",342
"(-79.897464,-2.18317)",355
"(-79.915299,-2.196794)",341
"(-79.973031,-2.18484)",392
"(-79.881662,-2.126559)",318
"(-79.885474,-2.145595)",328
